area,perimeter,eccentricity,solidity
116.0,91.698484809835,0.19890071054227376,0.39057239057239057
106.0,83.17766952966369,0.38893356016427455,0.36551724137931035
118.0,82.45584412271572,0.18129303249442244,0.4
100.0,83.59188309203678,0.3141709821271219,0.3472222222222222
110.0,85.00609665440987,0.21700119955275046,0.36789297658862874
104.0,81.79898987322333,0.2243602268426229,0.3561643835616438
102.0,86.42031021678298,0.18734470406843465,0.35294117647058826
101.0,87.21320343559643,0.21350782245324562,0.3333333333333333
100.0,95.59188309203678,0.2293355212598194,0.33444816053511706
117.0,79.38477631085024,0.1946157645762151,0.38870431893687707
107.0,89.87005768508881,0.25957657108496207,0.35906040268456374
106.0,89.55634918610404,0.29244347635448004,0.3581081081081081
110.0,89.04163056034261,0.06590492470729008,0.37037037037037035
112.0,92.698484809835,0.1951704818764894,0.37209302325581395
123.0,95.31980515339464,0.1983684224985145,0.39805825242718446
103.0,83.24873734152916,0.39508530163376043,0.37318840579710144
101.0,74.55634918610404,0.26630247647133,0.40562248995983935
107.0,88.5918830920368,0.23885642275122393,0.39194139194139194
100.0,83.42031021678298,0.38539672360014915,0.36231884057971014
108.0,84.04163056034261,0.3261310682191217,0.40148698884758366
103.0,82.62741699796952,0.17644821492060972,0.39768339768339767
107.0,88.38477631085024,0.2187816209194221,0.35906040268456374
109.0,82.00609665440987,0.20170654561160342,0.3745704467353952
111.0,84.79898987322332,0.15209200313537521,0.37373737373737376
108.0,96.62741699796952,0.27443628121970165,0.3540983606557377
107.0,93.79898987322332,0.27158966162090104,0.3614864864864865
102.0,95.27817459305203,0.20370377191628355,0.3434343434343434
114.0,84.79898987322333,0.2547037821564037,0.3825503355704698
114.0,89.24873734152916,0.2173517999210577,0.3825503355704698
115.0,85.698484809835,0.20841062690363152,0.3782894736842105
123.0,84.21320343559643,0.25537775474053176,0.39805825242718446
105.0,94.21320343559643,0.1784586767393496,0.35
104.0,84.00609665440987,0.26164266531133196,0.37410071942446044
108.0,90.8700576850888,0.3173032653112942,0.3829787234042553
105.0,81.62741699796952,0.25112360683814233,0.40384615384615385
100.0,81.97056274847714,0.2739920552884674,0.3952569169960474
106.0,87.24873734152916,0.24324814272188464,0.4108527131782946
113.0,84.42031021678297,0.3153804631888429,0.40942028985507245
107.0,79.59188309203678,0.41702918176195625,0.3835125448028674
110.0,85.66295090390226,0.13768995808679246,0.4166666666666667
107.0,75.79898987322332,0.2661200407016435,0.4037735849056604
102.0,76.07106781186548,0.21361846513184524,0.36428571428571427
112.0,85.62741699796952,0.28616117824142634,0.37333333333333335
106.0,93.62741699796952,0.2727644166885141,0.3680555555555556
116.0,88.24873734152916,0.32293745114129147,0.3972602739726027
117.0,85.8700576850888,0.2637742778215954,0.3952702702702703
116.0,78.04163056034261,0.1774796631819615,0.3853820598006645
123.0,86.5269119345812,0.28957553418139703,0.4270833333333333
128.0,90.07716446627535,0.16000357593378653,0.43097643097643096
123.0,93.73401871576773,0.28627389056813907,0.40594059405940597
123.0,90.45584412271572,0.14924592669318204,0.40594059405940597
103.0,87.45584412271572,0.31727577524329587,0.3433333333333333
128.0,85.698484809835,0.22188709268059476,0.43243243243243246
121.0,93.42031021678298,0.1698481416124671,0.3980263157894737
117.0,87.83452377915606,0.18946435714048898,0.3848684210526316
131.0,92.69848480983498,0.10806175719766302,0.43521594684385384
134.0,90.2842712474619,0.2891681176512119,0.44966442953020136
139.0,98.56244584051392,0.12414754865238971,0.4542483660130719
139.0,90.63351365237939,0.2598250244314841,0.4929078014184397
113.0,86.42031021678298,0.22807679012059673,0.39372822299651566
112.0,90.49137802864846,0.2321907507691376,0.4028776978417266
118.0,95.76955262170046,0.2714315628186247,0.41114982578397213
128.0,93.56244584051393,0.1871900936915494,0.46545454545454545
114.0,85.2842712474619,0.2334893398648572,0.4367816091954023
111.0,67.97056274847714,0.23341339798663072,0.4475806451612903
122.0,80.73401871576773,0.2926235222880468,0.4485294117647059
104.0,90.62741699796952,0.2987324390051052,0.4094488188976378
104.0,80.87005768508881,0.34225727364647374,0.416
109.0,77.24873734152916,0.19360214937161033,0.4342629482071713
125.0,87.76955262170046,0.21076884939680507,0.4752851711026616
115.0,71.8700576850888,0.26390883795818176,0.452755905511811
102.0,82.55634918610403,0.19173894813368283,0.3722627737226277
103.0,77.42031021678297,0.24112687651170125,0.3800738007380074
100.0,83.55634918610406,0.11321284855974605,0.36231884057971014
128.0,95.2193000900063,0.24664802867404456,0.4620938628158845
119.0,91.31980515339464,0.20529154527859153,0.4423791821561338
112.0,72.4558441227157,0.18897905221006694,0.4534412955465587
127.0,85.35533905932738,0.22265683180664406,0.47924528301886793
115.0,93.11269837220809,0.27999617135069915,0.4356060606060606
108.0,80.66295090390226,0.21621926557963664,0.4122137404580153
106.0,82.97056274847714,0.29505963680062264,0.3970037453183521
104.0,92.79898987322332,0.6286247211982959,0.33986928104575165
3948.0,888.0691552395618,0.8782176480105421,0.4660606776059497
31052.0,4896.975285236831,0.7711880354513428,0.5790042886444154
104.0,94.00609665440987,0.2730749185501681,0.36879432624113473
129.0,92.39087296526012,0.2634226683093629,0.43288590604026844
103.0,72.42031021678298,0.3239089366258933,0.3946360153256705
288.0,140.1604255869606,0.6145471072164246,0.5669291338582677
219.0,130.98275605729688,0.9628960606858364,0.4888392857142857
119.0,76.21320343559643,0.2775115864101018,0.39403973509933776
119.0,92.698484809835,0.34792527120777117,0.4033898305084746
101.0,79.17766952966369,0.40064513431360926,0.3754646840148699
104.0,78.38477631085024,0.33790801981747653,0.41935483870967744
117.0,80.07716446627535,0.20484831691852928,0.4482758620689655
185.0,85.2193000900063,0.8462699121558723,0.6776556776556777
2073.0,647.3107499061546,0.8175685892055113,0.523352688714971
316786.0,48593.56594812266,0.8009612923400777,0.5880498824962038
352.0,126.12489168102785,0.865254028735143,0.7242798353909465
123.0,73.21320343559643,0.24291009681703227,0.422680412371134
146.0,86.36143571373725,0.8523843388999404,0.6033057851239669
112.0,48.04163056034262,0.9200157354226851,0.8682170542635659
144.0,102.42640687119285,0.679060816081901,0.5034965034965035
113.0,88.62741699796952,0.2898878821820291,0.3923611111111111
420.0,233.75230867899734,0.9131792868340385,0.46306504961411243
109.0,83.55634918610404,0.17500325619221957,0.367003367003367
264.0,57.4558441227157,0.15503144012334782,0.9705882352941176
122.0,84.24873734152916,0.2725539379695612,0.40939597315436244
134.0,96.01219330881975,0.33417386059105475,0.44224422442244227
101.0,85.24873734152916,0.18788272756946625,0.36996336996337
123.0,81.59797974644667,0.19485495013502602,0.4939759036144578
279.0,142.3319984622144,0.4152006404432619,0.6269662921348315
108.0,93.45584412271572,0.17683198866166042,0.36610169491525424
113.0,84.5269119345812,0.8827017462013516,0.4788135593220339
115.0,61.76955262170047,0.7910366853881518,0.7055214723926381
116.0,88.5269119345812,0.26428079177999897,0.38926174496644295
118.0,89.73401871576773,0.23678925526958824,0.3920265780730897
259.0,57.4558441227157,0.1437103356372053,0.9628252788104089
140.0,79.59797974644665,0.5613871753466457,0.6363636363636364
292.0,185.05992052357226,0.7490694152416443,0.45412130637636083
143.0,75.94112549695427,0.6880849736357533,0.680952380952381
117.0,79.90559159102153,0.8518970487873352,0.536697247706422
105.0,90.87005768508881,0.23627104160247783,0.3465346534653465
114.0,88.698484809835,0.3488249021139869,0.3630573248407643
385.0,156.19595949289334,0.7984242816515403,0.6189710610932476
115.0,78.07716446627535,0.8288968987689433,0.5227272727272727
126.0,93.76955262170047,0.726464902104773,0.5142857142857142
114.0,95.21320343559643,0.2907535361236629,0.3787375415282392
105.0,84.79898987322332,0.2278558977555298,0.3523489932885906
100.0,79.83452377915606,0.15494749508543929,0.39215686274509803
109.0,80.45584412271572,0.24531097772026325,0.41762452107279696
115.0,66.94112549695427,0.8197161952889381,0.6084656084656085
274.0,122.63961030678928,0.6886851297803777,0.6634382566585957
208.0,79.80508652763321,0.5809555881625226,0.7298245614035088
118.0,85.38477631085024,0.31028470521070317,0.38943894389438943
676.0,251.52186130069782,0.4855706008014137,0.5728813559322034
203.0,110.87615433949868,0.9488515157940363,0.6114457831325302
107.0,70.00609665440987,0.22437854388776193,0.4037735849056604
109.0,87.62741699796952,0.34681095612273405,0.35855263157894735
116.0,83.79898987322332,0.3211376398171122,0.37540453074433655
100.0,88.14213562373095,0.28131285122578864,0.3597122302158273
169.0,104.53300858899107,0.8951123820062783,0.5152439024390244
129.0,91.76955262170047,0.2316803457859021,0.41883116883116883
134.0,95.14823227814082,0.28751341576312534,0.42948717948717946
105.0,79.79898987322332,0.35247038822282983,0.3776978417266187
243.0,140.1543289325507,0.5062957105474377,0.5105042016806722
113.0,76.62741699796952,0.3054620592448087,0.4200743494423792
270.0,107.29036790187178,0.8062284768429426,0.6136363636363636
294.0,184.8467170879758,0.7491963449748777,0.460093896713615
